,Player Name,FG%_Z,FT_Z,FT%_Z,3P_Z,PTS_Z,TRB_Z,AST_Z,STL_Z,BLK_Z,Total_Z
0,Precious Achiuwa,0.15107856455725646,0.30744805281169657,0.31580818284603446,-0.06308853221946709,-0.27222458296916385,-0.7509346365441909,-0.07253525093447147,0.30631914106425173,0.714916755251811,0.6367876938637569
0,Steven Adams,0.009429257241528766,-0.6184574901309331,-0.431404190395417,0.07930033822663807,-0.18839909328243298,0.3572426032605489,-0.09493165601402709,-1.204399770406237,0.30673142186680835,-1.7848885796335234
0,Bam Adebayo,0.12192367571431184,-1.715878298119391,-0.6017171424912127,0.07930033822663807,-0.5800891831000781,-1.1449803479336085,0.47243319002843653,-1.146326429392083,-0.6038459946510152,-5.1191801917180015
0,Santi Aldama,0.23553412417274078,0.19729621992119417,0.15959131245165376,-0.14827959330377316,-0.030076977287111784,0.06243680314228989,-0.2069109369080745,-0.028844294802403914,0.2125246721189905,0.4532713295055057
0,LaMarcus Aldridge,-0.4313916381835922,0.16640962779770296,0.44635237731137756,0.0221025288648391,-0.5715821488908408,-0.3063288913394816,-0.31889090392805464,-0.3283327550528478,-0.8968751065035051,-2.2185369099244023
0,Nickeil Alexander-Walker,-0.11837349691482052,-0.4774190651169395,-0.25952684442031876,-0.7184407280465854,-0.6588373084045727,-0.6304424155943672,-0.5913758105354414,-1.0658547229799862,-0.1956606612660123,-4.715931053279044
0,Grayson Allen,-0.8085346004788504,-0.3205275919495436,-0.27635117326214165,-1.6001615494873316,-0.9905712803905342,-0.5162412496457792,0.37165176861120097,-0.13171436661244296,-0.43638196694007503,-4.708832010155497
0,Jarrett Allen,-0.07947274862502218,-0.586341641732472,-0.15053526443536153,0.07930033822663807,-0.1348954367377304,-0.5387589304656375,-0.3935444439833523,0.006830680813807666,0.5893516711102618,-1.2080657758288684
0,Jose Alvarado,-0.5245370376801902,0.3228913488734422,0.11530242749987421,0.1358924946300447,0.03454155412492721,0.03263009069013223,-0.13972309392127297,0.16777409363800083,0.28578195008211305,0.4305538279370712
0,Justin Anderson,-0.1324678404674361,-0.06933733404504755,0.4090413001197716,-0.09168743690036651,-0.04338474201066467,0.10079791836794005,0.06557328357337969,0.2482458000500975,0.0450606444080503,0.5318415930957243
0,Kyle Anderson,0.12540502686903127,0.10340718727575043,0.6853697531986409,-0.5182483952802895,-0.0735682582187321,-0.33160890824712774,0.07303829451594301,-0.7887646281274847,-0.10145391151819466,-0.8264238395324632
0,Giannis Antetokounmpo,0.22305155155072798,0.43632119849719775,0.3874559257313862,0.41945892960547077,0.5495614407806517,-0.3816699537468877,0.028245484356831607,-0.07364102559828889,-1.8597603291997555,-0.2709767780226662
0,Thanasis Antetokounmpo,-0.5559539202531466,-0.1323397745669999,-0.19517060616196796,0.27828136507614987,-0.12817037780025853,-0.46027234055761324,-0.16585166140914398,-0.547349508891195,0.0450606444080503,-1.861766180156125
0,Carmelo Anthony,0.3472199404855159,-0.5241587053938328,0.24781257522435274,-0.3490775790284608,-0.26495432873071,-0.5798823817790753,-0.04267383491235238,-0.13171436661244296,-0.17471118948131703,-1.4721398702283226
0,Cole Anthony,-0.4183956490504012,0.02619070696702286,-0.11637016798809796,-1.4011805226378196,-0.62399137861615,-0.28872109747696584,-0.15092232564995012,0.006830680813807666,0.4532459777930531,-2.5133137758455013
0,OG Anunoby,0.1587484217519898,0.009927906721963753,0.1529453164149397,-0.2924854226250544,-0.540165888929419,-0.21740774229853999,-0.34128730900761023,-0.45360119226082896,-0.8445673003250779,-2.367893210557637
0,Trevor Ariza,-1.3796122003941345,0.008698650446993694,-1.1623175360347835,-0.4616562388768828,-0.26028787893292527,-0.02648434589865191,-0.04267383491235238,-0.028844294802403914,0.28578195008211305,-3.0673957293230276
0,D.J. Augustin,-0.3555023595351392,0.43304318176394463,-0.18162440019343962,0.22047790275595874,0.26763289407933,0.12381458750332996,-0.576445102524382,0.9633694025792936,0.11831792237117278,1.0130840288000689
0,Deni Avdija,-0.7314861477748358,0.4801925741324946,0.6174079920498466,-0.34786627311167717,-0.10361345749283915,-0.35688892515477355,0.25967180159122094,0.5834092359167529,-1.1585458839622627,-0.7577190838060732
0,Joel Ayayi,0.16601677464066866,0.08714438703069172,0.5336405181291244,0.07930033822663807,0.025212690746787114,0.11387901668594402,-0.012812418890233213,0.19017245903594326,0.11831792237117278,1.3008716879767368
0,Deandre Ayton,0.19831152334455915,0.15096633173595742,0.3513660912260352,0.07930033822663807,-0.22215059625146183,-0.513478913557992,-0.08746595894553098,-0.4892761678770411,1.0498448106736915,0.5174174585748553
0,Udoka Azubuike,-0.21968783658243618,0.0558480428155439,0.228818907379009,0.07930033822663807,0.03948060157320288,0.11614236445819992,0.031979705142945236,0.10970075262384671,0.2125246721189905,0.65410754775594
0,Marvin Bagley III,-0.6368515169585316,-0.05348428589164538,0.46828712226566094,-0.2906684637498783,-0.2589168182456108,0.08909798809382963,-0.10986167789915391,0.2482458000500975,0.2125246721189905,-0.33162718021624127
0,LaMelo Ball,0.06635777268404623,-0.6180477380392764,-0.6750140257405067,-0.8042374420892839,-0.5002425947587605,-0.3018021957949699,-1.2296627203508197,-2.4604269524221665,-0.028196633555072216,-6.551272530066808
0,Lonzo Ball,0.11366017022352382,0.3228913488734422,0.6939622532193079,-0.06551114405303515,-0.04311214436017363,-0.19212772539089373,0.08796831640107028,1.0347193538117168,-1.2318031619253855,0.7206472667995729
0,Mo Bamba,-0.3201365381521248,0.16599987570604627,0.7143137498692749,-0.20608305562396428,-0.3284743971059254,-0.5608934198726658,-0.5167222704801437,0.2258474346521549,-2.487717496474126,-3.3138661174814743
0,Desmond Bane,0.1888329081168797,-0.8542044519736834,-2.4817729021743036,0.4462408754111937,0.21755487114419858,0.28769360753884743,0.5321560220726749,0.9990443781955054,0.5474527275408709,-0.11700196412781616
0,Dalano Banton,-1.1817988105758757,-0.3835300324714959,-2.0102965631167375,0.05070143354573864,-0.32339703272368914,-0.5767368542784572,-0.24050520146444165,-0.3283327550528478,-0.36312468897695255,-5.357020505114758
0,Cat Barber,0.27007906595072395,0.08714438703069172,0.5336405181291244,0.07930033822663807,0.014374449747371898,0.01728564459987214,-0.04267383491235238,0.19017245903594326,0.11831792237117278,1.2676409501791859
0,Harrison Barnes,0.03769809562924728,-2.6267502970919314,-0.4369770088895557,-0.32047867434756183,-0.9709534075313907,-0.1821921545735079,-0.18824806648869943,-0.6278212153032915,0.8614313111780558,-4.454291417418636
0,Scottie Barnes,-0.52114256423252,-0.5083056572404308,-0.09958358454205969,-0.23407630734647158,-0.9088043998434898,-0.839855785585133,0.013315462471704897,-0.5697478742891373,-0.8236178285403828,-4.4918185391479195
0,RJ Barrett,0.19537553561604465,0.48101207831580783,-0.11377177238369438,0.21987224979756714,0.7076109591254818,-0.1185510224402121,0.3940474875648239,1.2404594974317948,-0.6038459946510152,2.4022090183765985
0,Will Barton,-0.24537948241786892,0.5273419665010449,0.5752451894278343,-0.7470396327274846,-0.39021249020937476,-0.6105712739595954,0.3007303909642187,-0.3507311204507902,-0.028196633555072216,-0.9688130864270882
0,Paris Bass,0.0680370431775536,-0.06933733404504755,-0.07600270337110615,0.07930033822663807,-0.02266840611469767,-0.02107547062577786,0.031979705142945236,-0.011006806994298124,0.11831792237117278,0.09754428776738233
0,Charles Bassey,-0.14008753944255603,-0.053894037983301946,0.8499903942023876,0.07930033822663807,-0.2154255373139904,-0.17363775180001584,0.1962168071386673,0.10970075262384671,-0.9910818562513227,-0.3389184305996472
0,Keita Bates-Diop,-0.22458460338763725,-0.1636361187821478,0.35793713899515966,-0.06308853221946709,0.31002571197412704,0.8586994372817869,0.08423684011868726,0.525335894902599,-0.028196633555072216,1.6567291353280356
0,Nicolas Batum,-0.6559193333907056,-0.022597693768154126,0.228818907379009,-1.0878038770647096,-0.46498171416845635,-0.12081437021246794,0.20368181808123081,-0.5697478742891373,0.2334741439036856,-2.2558899935297054
0,Kent Bazemore,-0.10999117494760768,-0.22663855930410004,-2.074742969174966,-0.0350952804969597,-0.1937490553151603,0.05250123232490411,0.11036540760655822,-0.13171436661244296,-0.1956606612660123,-2.804725427185787
0,Darius Bazley,0.2182079885514683,0.3233011009650988,0.40781455894631313,-0.5468472999611891,0.022055618570276714,-0.0020865087193682186,-0.25170306094125305,-0.846837969141639,-0.15376171769662195,-0.8298572894269144
0,Bradley Beal,-0.16063660007652386,1.3138480927963077,0.1884765852785859,0.44745218132797826,0.15430740041947422,-0.1614388332103741,0.6217388978871665,0.3643924820784057,0.3799886998299305,3.148128906330951
0,Malik Beasley,-0.3830106175632747,-0.053894037983301946,0.8025035686857982,-1.1456073393849007,-0.6331819250603298,-0.5821457295513313,-0.3375544604733622,-0.051242660200346374,-0.1224033833028898,-2.5065365848339383
0,Jordan Bell,0.27007906595072395,0.08714438703069172,0.5336405181291244,0.07930033822663807,0.014374449747371898,0.01728564459987214,0.031979705142945236,-0.2121860730245395,0.11831792237117278,0.9399359581740008
0,DeAndre' Bembry,-0.07291587156138668,0.4013370854571401,1.35877781045156,-0.3758595248341845,-0.07301902670032034,-0.06710880889655789,-0.15465380193233247,0.8604993307692546,-0.5096392449031973,1.3674179478499755
0,Dāvis Bertāns,0.6331661306828972,-0.06933733404504755,0.15803950810351297,1.2433762887260253,0.543666283446942,0.34680804412763166,0.18128609912760785,0.029229046211750154,-0.1224033833028898,2.94383068307843
0,Patrick Beverley,-0.38429667413751345,0.6529370954532928,0.11647274196129334,0.39086002492457134,0.2207119433207088,0.026339035688896006,0.7113231459535245,0.8604993307692546,-0.4154324951553797,2.179414148778648
0,Saddiq Bey,0.050510029177959825,-0.8379416517286246,-0.1176598286948411,0.6458275552190982,0.15156527904484518,0.2186436001326777,-0.20317877449975918,0.1453757282400585,-0.36312468897695255,-0.3099827520855381
0,Khem Birch,-0.4267646209020308,-0.38312028037983925,0.06183911589687602,0.07930033822663807,-0.43781695320293873,-0.47876231414849135,-0.15465380193233247,-0.7082929217153883,0.5474527275408709,-1.9008187106166359
0,Goga Bitadze,1.0466704046227953,-0.30508429588779795,-1.538820224059171,-0.14827959330377316,-0.08920722973246265,-0.17590109957227168,-0.024010278367044835,-0.547349508891195,-0.6771032726141376,-2.4590850978050587
0,Bismack Biyombo,-0.1768464080890264,-0.19980706029010628,0.15261350469148052,0.07930033822663807,-0.0967541178388369,-0.13615881630272797,-0.04889502042745497,-0.2121860730245395,-0.656109885307234,-1.2948435383618075
0,Nemanja Bjelica,-0.07228344860579232,-0.2892312477343958,1.0297619479437616,-0.34786627311167717,-0.24163015217664488,-0.3844322898346755,-0.6137715294890644,-0.051242660200346374,0.2125246721189905,-0.7581709810898443
0,Eric Bledsoe,0.13448405975543842,0.009518154630307085,-0.25042162293152637,-0.2626752120273709,-0.1406563133549086,-0.5239134726909094,-0.26663445507824535,-0.15411273201038567,0.3799886998299305,-1.0744228938776703
0,Keljin Blevins,-0.036025248132501186,0.08714438703069172,0.5336405181291244,-0.05395933263142863,-0.010320787494007888,0.056401209082940884,0.025758519627842702,0.19017245903594326,0.11831792237117278,0.911129647019778
0,Bogdan Bogdanović,-0.29702634329085104,0.7626791762521387,0.05717221609011436,0.36165546728527964,0.3448716417625498,0.31838249971936744,-0.00908025648191807,0.08730238722590453,0.0450606444080503,1.6710174329706355
0,Bojan Bogdanović,0.03969322899653138,0.8423541691108063,0.08390888980807054,0.19066769215827506,0.6755071507116877,1.2924874319407484,-0.08746595894553098,-0.18978770762659708,0.11831792237117278,2.9656828185251642
0,Bol Bol,0.5350766035677692,0.1342937793992417,0.5680105182117905,0.16449139931094425,0.15925048408517994,-0.07163550444106981,0.09916754812974682,-0.028844294802403914,-0.1224033833028898,1.4374071501583088
0,Leandro Bolmaro,1.2960553583473298,-0.14819282272040213,-2.4817729021743036,0.16449139931094425,-0.08769785211118797,-0.3329900762910214,-0.05387169438916384,-0.2478610486407513,0.11831792237117278,-1.7735217162973835
0,Isaac Bonga,0.42796523238573403,0.22859256413634188,0.35793713899515966,0.16449139931094425,0.10505927908810464,0.1062067936408142,-0.03894098637810439,-0.051242660200346374,0.0450606444080503,1.3451294053866982
0,Devin Booker,-0.4451779618595174,0.7171687922502143,0.2480603235601263,-0.88942850317359,-0.33519945604339707,0.5106870641631492,-0.7406828906460367,-0.5697478742891373,-0.6038459946510152,-2.1081665006892036
0,Brandon Boston Jr.,-0.13133754823399268,0.5744913588695948,-0.09653453562082837,0.07869468526824602,0.4697188886567629,0.6004903929324532,0.5545524271522306,0.08730238722590453,0.2125246721189905,2.3499027283693614
0,Chris Boucher,0.0459791417128521,0.1351132835825552,0.13168008141096094,-0.5182483952802895,-0.20568575935139893,-0.14383103934785801,0.0021182891208261223,1.7365663461226437,0.40093817161462564,1.5846301195849173
0,James Bouknight,-0.37667285134612005,-0.10104343035185204,-0.7887559251193358,-0.20547740266557213,-0.17550224314333152,-0.11225996743897582,0.45750316814331005,-0.028844294802403914,0.11831792237117278,-1.2127350243531088
0,Avery Bradley,0.5276279923267028,0.558228558624536,-0.07600270337110615,0.2770700591593659,0.496334418103869,0.07010902618741993,0.1663553911165483,0.7219542833430035,0.4532459777930531,3.194923003283392
0,Tony Bradley,0.5610408255194345,0.10299743518409388,0.6770026726776689,0.07930033822663807,0.17104887118745815,-0.03956544421665631,0.18128609912760785,1.1823861564176408,0.714916755251811,3.6304137093756967
